DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT11,2003,3.8,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT11,2004,7.0,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT11,2005,6.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT11,2006,6.6,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT11,2007,6.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT11,2008,9.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT11,2009,6.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT11,2010,6.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT11,2011,7.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT11,2012,7.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT11,2013,6.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT11,2014,6.8,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT11,2015,12.8,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT11,2016,6.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT11,2017,6.5,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT11,2018,6.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT11,2019,7.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT11,2020,10.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT11,2021,9.9,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT12,2000,4.0,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT12,2001,4.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT12,2002,4.0,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT12,2003,6.5,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT12,2004,8.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT12,2005,8.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT12,2006,5.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT12,2007,5.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT12,2008,5.6,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT12,2009,3.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT12,2010,3.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT12,2011,4.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT12,2012,4.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT12,2013,5.8,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT12,2014,8.1,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT12,2015,11.9,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT12,2016,8.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT12,2017,4.1,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT12,2018,5.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT12,2019,5.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT12,2020,6.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT12,2021,7.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT13,2000,4.8,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT13,2001,12.1,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT13,2002,14.0,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT13,2003,11.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT13,2004,13.1,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT13,2005,11.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT13,2006,4.5,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT13,2007,5.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT13,2008,4.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT13,2009,5.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT13,2010,6.6,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT13,2011,7.0,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT13,2012,12.9,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT13,2013,13.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT13,2014,15.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT13,2015,21.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT13,2016,12.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT13,2017,9.1,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT13,2018,2.9,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT13,2019,5.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT13,2020,4.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT13,2021,4.9,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT21,2000,-1.8,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT21,2001,0.8,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT21,2002,-1.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT21,2003,-0.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT21,2004,2.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT21,2005,1.8,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT21,2006,1.0,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT21,2007,1.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT21,2008,0.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT21,2009,-0.9,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT21,2010,-0.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT21,2011,0.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT21,2012,1.1,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT21,2013,2.8,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT21,2014,5.0,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT21,2015,7.6,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT21,2016,3.0,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT21,2017,1.8,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT21,2018,2.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT21,2019,3.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT21,2020,5.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT21,2021,7.6,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT22,2000,0.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT22,2001,6.0,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT22,2002,1.8,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT22,2003,3.6,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT22,2004,4.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT22,2005,4.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT22,2006,2.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT22,2007,2.0,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT22,2008,2.1,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT22,2009,1.8,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT22,2010,2.5,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT22,2011,2.9,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT22,2012,3.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT22,2013,4.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT22,2014,6.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT22,2015,9.9,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT22,2016,5.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT22,2017,3.5,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT22,2018,3.5,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT22,2019,4.1,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT22,2020,3.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT22,2021,6.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT31,2000,0.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT31,2001,2.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT31,2002,2.1,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT31,2003,2.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT31,2004,3.8,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT31,2005,2.8,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT31,2006,1.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT31,2007,0.6,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT31,2008,0.9,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT31,2009,-0.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT31,2010,-0.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT31,2011,1.8,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT31,2012,2.5,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT31,2013,4.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT31,2014,7.0,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT31,2015,10.9,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT31,2016,5.9,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT31,2017,4.6,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT31,2018,4.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT31,2019,4.6,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT31,2020,3.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT31,2021,6.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT32,2000,1.6,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT32,2001,2.1,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT32,2002,-2.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT32,2003,3.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT32,2004,2.6,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT32,2005,2.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT32,2006,0.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT32,2007,-2.1,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT32,2008,-0.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT32,2009,-1.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT32,2010,0.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT32,2011,2.0,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT32,2012,2.5,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT32,2013,3.0,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT32,2014,5.9,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT32,2015,11.6,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT32,2016,4.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT32,2017,3.9,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT32,2018,3.0,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT32,2019,3.8,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT32,2020,3.1,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT32,2021,2.6,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT33,2000,3.0,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT33,2001,3.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT33,2002,2.6,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT33,2003,3.6,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT33,2004,5.0,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT33,2005,5.1,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT33,2006,1.6,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT33,2007,1.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT33,2008,2.0,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT33,2009,1.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT33,2010,2.1,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT33,2011,3.8,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT33,2012,4.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT33,2013,6.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT33,2014,7.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT33,2015,11.9,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT33,2016,7.1,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT33,2017,4.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT33,2018,2.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT33,2019,2.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT33,2020,2.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT33,2021,3.5,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT34,2000,0.8,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT34,2001,2.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT34,2002,1.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT34,2003,3.5,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT34,2004,3.9,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT34,2005,2.9,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT34,2006,0.8,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT34,2007,0.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT34,2008,0.5,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT34,2009,0.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT34,2010,-0.9,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT34,2011,1.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT34,2012,1.6,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT34,2013,4.6,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT34,2014,5.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT34,2015,11.6,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT34,2016,8.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT34,2017,4.7,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT34,2018,3.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT34,2019,4.0,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT34,2020,3.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,AT34,2021,3.8,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,BE10,2000,1.8,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,BE10,2001,10.1,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,BE10,2002,10.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,BE10,2003,3.5,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,BE10,2004,1.4,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,BE10,2005,6.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,BE10,2006,5.6,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,BE10,2007,9.9,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,BE10,2008,11.0,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,BE10,2009,10.9,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,BE10,2010,18.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,BE10,2011,11.6,b
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,BE10,2012,4.2,b
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,BE10,2013,-1.2,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,BE10,2014,1.5,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,BE10,2015,6.9,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,BE10,2016,-9.3,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,BE10,2017,-2.0,
ESTAT:DEMO_R_GIND3(1.0),14/04/23 23:00:00,A,CNMIGRATRT,BE10,2018,1.1,
