"LOCATION","Country","REG_ID","Region","IND","Indicator","ISC11","Education ISCED level","GENDER","Gender","MEAS","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","AT32","Salzburg","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2011","2011","PC","Percentage","0","Units",,,13.025,,
"AUT","Austria","AT32","Salzburg","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2012","2012","PC","Percentage","0","Units",,,13.209,,
"AUT","Austria","AT32","Salzburg","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2013","2013","PC","Percentage","0","Units",,,12.99,,
"AUT","Austria","AT32","Salzburg","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,12.835,,
"AUT","Austria","AT32","Salzburg","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2015","2015","PC","Percentage","0","Units",,,13.239,,
"AUT","Austria","AT32","Salzburg","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,13.856,,
"AUT","Austria","AT32","Salzburg","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,14.2,,
"COL","Colombia","CO44","La Guajira","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2001","2001","PC","Percentage","0","Units",,,0.986,,
"COL","Colombia","CO44","La Guajira","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2002","2002","PC","Percentage","0","Units",,,1.593,,
"COL","Colombia","CO44","La Guajira","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2003","2003","PC","Percentage","0","Units",,,0.662,,
"COL","Colombia","CO44","La Guajira","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2004","2004","PC","Percentage","0","Units",,,0.995,,
"COL","Colombia","CO44","La Guajira","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2005","2005","PC","Percentage","0","Units",,,1.303,,
"COL","Colombia","CO44","La Guajira","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2006","2006","PC","Percentage","0","Units",,,1.194,,
"COL","Colombia","CO44","La Guajira","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2007","2007","PC","Percentage","0","Units",,,1.942,,
"COL","Colombia","CO44","La Guajira","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2008","2008","PC","Percentage","0","Units",,,1.87,,
"COL","Colombia","CO44","La Guajira","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2009","2009","PC","Percentage","0","Units",,,1.523,,
"COL","Colombia","CO44","La Guajira","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2010","2010","PC","Percentage","0","Units",,,1.665,,
"COL","Colombia","CO44","La Guajira","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2011","2011","PC","Percentage","0","Units",,,1.766,,
"COL","Colombia","CO44","La Guajira","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2012","2012","PC","Percentage","0","Units",,,1.699,,
"COL","Colombia","CO44","La Guajira","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2013","2013","PC","Percentage","0","Units",,,1.509,,
"COL","Colombia","CO44","La Guajira","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,1.814,,
"COL","Colombia","CO44","La Guajira","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2015","2015","PC","Percentage","0","Units",,,1.929,,
"COL","Colombia","CO44","La Guajira","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,1.96,,
"COL","Colombia","CO44","La Guajira","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,2,,
"COL","Colombia","CO44","La Guajira","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2018","2018","PC","Percentage","0","Units",,,1.948,,
"COL","Colombia","CO44","La Guajira","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2019","2019","PC","Percentage","0","Units",,,1.87964,,
"COL","Colombia","CO44","La Guajira","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2020","2020","PC","Percentage","0","Units",,,1.58268,,
"TUR","Türkiye","TR71","Central Anatolia - Middle","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2004","2004","PC","Percentage","0","Units",,,0.78,,
"TUR","Türkiye","TR71","Central Anatolia - Middle","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2005","2005","PC","Percentage","0","Units",,,1.979,,
"TUR","Türkiye","TR71","Central Anatolia - Middle","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2006","2006","PC","Percentage","0","Units",,,2.691,,
"TUR","Türkiye","TR71","Central Anatolia - Middle","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2007","2007","PC","Percentage","0","Units",,,1.89,,
"TUR","Türkiye","TR71","Central Anatolia - Middle","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2008","2008","PC","Percentage","0","Units",,,1.295,,
"TUR","Türkiye","TR71","Central Anatolia - Middle","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2009","2009","PC","Percentage","0","Units",,,1.975,,
"TUR","Türkiye","TR71","Central Anatolia - Middle","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2010","2010","PC","Percentage","0","Units",,,2.466,,
"TUR","Türkiye","TR71","Central Anatolia - Middle","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2011","2011","PC","Percentage","0","Units",,,2.397,,
"TUR","Türkiye","TR71","Central Anatolia - Middle","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2012","2012","PC","Percentage","0","Units",,,3.303,,
"TUR","Türkiye","TR71","Central Anatolia - Middle","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2013","2013","PC","Percentage","0","Units",,,3.264,,
"TUR","Türkiye","TR71","Central Anatolia - Middle","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,4.901,,
"TUR","Türkiye","TR71","Central Anatolia - Middle","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2015","2015","PC","Percentage","0","Units",,,4.582,,
"DEU","Germany","DEE","Saxony-Anhalt","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2005","2005","PC","Percentage","0","Units",,,6.6,,
"DEU","Germany","DEE","Saxony-Anhalt","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2006","2006","PC","Percentage","0","Units",,,6.7,,
"DEU","Germany","DEE","Saxony-Anhalt","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2007","2007","PC","Percentage","0","Units",,,7.1,,
"DEU","Germany","DEE","Saxony-Anhalt","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2008","2008","PC","Percentage","0","Units",,,7,,
"DEU","Germany","DEE","Saxony-Anhalt","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2009","2009","PC","Percentage","0","Units",,,6.4,,
"DEU","Germany","DEE","Saxony-Anhalt","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2010","2010","PC","Percentage","0","Units",,,7,,
"DEU","Germany","DEE","Saxony-Anhalt","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2011","2011","PC","Percentage","0","Units",,,6.7,,
"DEU","Germany","DEE","Saxony-Anhalt","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2012","2012","PC","Percentage","0","Units",,,6.8,,
"DEU","Germany","DEE","Saxony-Anhalt","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2013","2013","PC","Percentage","0","Units",,,7,,
"DEU","Germany","DEE","Saxony-Anhalt","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2014","2014","PC","Percentage","0","Units",,,7.3,,
"DEU","Germany","DEE","Saxony-Anhalt","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2015","2015","PC","Percentage","0","Units",,,6.7,,
"DEU","Germany","DEE","Saxony-Anhalt","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,7.1,,
"DEU","Germany","DEE","Saxony-Anhalt","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2017","2017","PC","Percentage","0","Units",,,7.203,,
"DEU","Germany","DEE","Saxony-Anhalt","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2018","2018","PC","Percentage","0","Units",,,7.264,,
"SWE","Sweden","SE32","Central Norrland","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2011","2011","PC","Percentage","0","Units",,,67,,
"SWE","Sweden","SE32","Central Norrland","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2016","2016","PC","Percentage","0","Units",,,59,,
"ESP","Spain","ES30","Madrid","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2005","2005","PC","Percentage","0","Units",,,12.46,,
"ESP","Spain","ES30","Madrid","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2006","2006","PC","Percentage","0","Units",,,12.199,,
"ESP","Spain","ES30","Madrid","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2007","2007","PC","Percentage","0","Units",,,11.874,,
"ESP","Spain","ES30","Madrid","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2008","2008","PC","Percentage","0","Units",,,12.154,,
"ESP","Spain","ES30","Madrid","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2009","2009","PC","Percentage","0","Units",,,11.611,,
"ESP","Spain","ES30","Madrid","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2010","2010","PC","Percentage","0","Units",,,11.892,,
"ESP","Spain","ES30","Madrid","PIAAC_AL_FNFAET12_Y25T64","Participation in formal and/or non-formal training (25 to 64 year-olds population)","T","All ISCED levels","T","Total","VALUE","Value","2011","2011","PC","Percentage","0","Units",,,13.06,,
